mean weighted edges,mean unweighted edges,mean nmons,std weighted edges,std unweighted edges,std nmons
5536.623529,0.729087,0.229251,516.383635,0.022825,0.008366
5531.707602,0.729283,0.229302,518.845803,0.022901,0.008368
5528.534884,0.729446,0.229349,518.996296,0.022933,0.008366
5526.543353,0.729519,0.229358,518.152838,0.022887,0.008343
5527.011494,0.729457,0.229331,516.698438,0.022836,0.008327
5518.742857,0.729839,0.229484,526.638523,0.023323,0.008546
5516.477273,0.729870,0.229477,525.994815,0.023260,0.008522
5516.440678,0.729840,0.229486,524.507074,0.023197,0.008498
5515.213483,0.729852,0.229479,523.286427,0.023133,0.008475
5510.167598,0.730095,0.229553,526.147286,0.023294,0.008509
5507.988889,0.730180,0.229582,525.492806,0.023258,0.008494
5505.281768,0.730324,0.229622,525.296268,0.023273,0.008488
5500.208791,0.730492,0.229677,528.278419,0.023320,0.008496
5498.601093,0.730554,0.229696,527.279324,0.023270,0.008477
5494.043478,0.730737,0.229743,529.446633,0.023339,0.008478
5490.929730,0.730868,0.229779,529.700375,0.023344,0.008469
5487.516129,0.731065,0.229837,530.310968,0.023434,0.008483
5485.689840,0.731127,0.229846,529.477282,0.023387,0.008462
5486.968085,0.731024,0.229824,528.356443,0.023367,0.008445
5486.740741,0.730995,0.229827,526.966041,0.023309,0.008422
5485.989474,0.731029,0.229858,525.678929,0.023252,0.008411
5484.125654,0.731186,0.229901,524.930058,0.023291,0.008410
5479.739583,0.731414,0.229971,527.058618,0.023443,0.008443
5479.419689,0.731434,0.229962,525.710095,0.023384,0.008422
5478.412371,0.731514,0.229984,524.540128,0.023350,0.008406
5480.543590,0.731396,0.229959,524.034851,0.023348,0.008391
5479.795918,0.731424,0.229986,522.800582,0.023292,0.008378
5474.578680,0.731631,0.230075,526.562505,0.023413,0.008450
5475.848485,0.731576,0.230074,525.533416,0.023367,0.008429
5475.236181,0.731587,0.230065,524.282117,0.023308,0.008409
5085.540000,0.748446,0.235573,337.039565,0.016098,0.006421
5078.376238,0.748819,0.235724,342.932804,0.016447,0.006565
5079.411765,0.748855,0.235788,341.406271,0.016370,0.006564
5082.815534,0.748681,0.235700,341.479640,0.016385,0.006593
5080.192308,0.748908,0.235809,340.875177,0.016467,0.006654
5083.409524,0.748732,0.235717,340.830909,0.016486,0.006688
5075.169811,0.749120,0.235884,349.569101,0.016885,0.006874
5071.700935,0.749236,0.235959,349.759950,0.016848,0.006885
5069.296296,0.749380,0.236042,349.024388,0.016835,0.006906
5068.935780,0.749403,0.236034,347.439871,0.016760,0.006875
5062.145455,0.749688,0.236130,353.047997,0.016948,0.006916
5059.585586,0.749737,0.236151,352.478086,0.016879,0.006888
5057.607143,0.749799,0.236234,351.519542,0.016816,0.006913
5055.327434,0.749908,0.236268,350.791329,0.016781,0.006891
5055.596491,0.749892,0.236236,349.261093,0.016708,0.006870
5055.982609,0.749816,0.236241,347.763687,0.016655,0.006840
5052.844828,0.750037,0.236311,347.892587,0.016751,0.006852
5056.786325,0.749769,0.236215,348.994155,0.016928,0.006900
5051.559322,0.749982,0.236307,352.081475,0.017013,0.006943
5056.974790,0.749818,0.236249,355.500061,0.017035,0.006942
5049.816667,0.750116,0.236334,362.525217,0.017274,0.006976
5042.115702,0.750494,0.236489,370.749190,0.017693,0.007152
5044.770492,0.750294,0.236405,370.379641,0.017756,0.007183
5039.447154,0.750481,0.236504,373.527792,0.017804,0.007238
5040.387097,0.750445,0.236481,372.164608,0.017737,0.007213
5034.912000,0.750658,0.236544,375.653500,0.017824,0.007219
5033.047619,0.750710,0.236534,374.740013,0.017763,0.007191
5029.055118,0.750888,0.236609,375.942518,0.017805,0.007211
5023.984375,0.751130,0.236770,378.806142,0.017944,0.007409
5026.294574,0.751032,0.236733,378.239176,0.017909,0.007392
5018.492308,0.751410,0.236874,387.062393,0.018348,0.007536
5017.969466,0.751462,0.236895,385.628305,0.018288,0.007511
5014.681818,0.751567,0.236939,386.003284,0.018258,0.007499
5012.165414,0.751650,0.237015,385.634682,0.018214,0.007522
5007.014925,0.751960,0.237106,388.757588,0.018494,0.007567
5001.629630,0.752229,0.237251,392.299824,0.018687,0.007724
4999.691176,0.752360,0.237304,391.503278,0.018681,0.007719
5003.109489,0.752161,0.237265,392.103511,0.018757,0.007704
4999.057971,0.752373,0.237329,393.547831,0.018852,0.007712
4996.964029,0.752481,0.237348,392.900401,0.018827,0.007687
4995.985714,0.752561,0.237368,391.664543,0.018783,0.007663
4997.914894,0.752461,0.237357,390.940156,0.018754,0.007637
4994.126761,0.752615,0.237440,392.149527,0.018777,0.007674
4991.986014,0.752719,0.237485,391.607731,0.018752,0.007666
4993.750000,0.752661,0.237477,390.815307,0.018700,0.007640
4994.220690,0.752615,0.237469,389.506292,0.018643,0.007614
4991.438356,0.752768,0.237549,389.613278,0.018670,0.007649
4986.367347,0.753046,0.237647,393.090668,0.018908,0.007714
4986.472973,0.753027,0.237667,391.762501,0.018845,0.007692
4985.557047,0.753077,0.237683,390.604614,0.018792,0.007668
4982.320000,0.753233,0.237753,391.300538,0.018826,0.007690
4979.311258,0.753405,0.237839,391.739679,0.018882,0.007737
4975.078947,0.753635,0.237960,393.897387,0.019030,0.007852
4974.483660,0.753652,0.237949,392.676622,0.018969,0.007828
4970.987013,0.753769,0.237984,393.782077,0.018962,0.007814
4967.212903,0.753967,0.238046,395.294157,0.019061,0.007827
4966.230769,0.754006,0.238100,394.214829,0.019006,0.007831
4964.955414,0.754050,0.238126,393.280088,0.018954,0.007813
4959.962025,0.754331,0.238230,396.994881,0.019220,0.007896
4959.270440,0.754346,0.238259,395.839966,0.019160,0.007880
4954.700000,0.754542,0.238327,398.787299,0.019259,0.007902
4957.366460,0.754392,0.238265,398.975111,0.019292,0.007917
4954.111111,0.754456,0.238306,399.880862,0.019249,0.007910
4948.490798,0.754716,0.238422,405.019675,0.019474,0.008023
4948.548780,0.754696,0.238458,403.783649,0.019416,0.008012
4948.933333,0.754714,0.238498,402.588325,0.019359,0.008003
4944.301205,0.754930,0.238585,405.760189,0.019498,0.008057
4945.940120,0.754828,0.238552,405.094233,0.019483,0.008044
4944.023810,0.754919,0.238583,404.645288,0.019461,0.008030
4941.514793,0.755034,0.238659,404.754906,0.019460,0.008066
4939.505882,0.755129,0.238699,404.406831,0.019442,0.008059
4936.152047,0.755292,0.238748,405.586832,0.019501,0.008060
4935.290698,0.755340,0.238799,404.562910,0.019455,0.008065
4933.005780,0.755447,0.238837,404.503471,0.019449,0.008057
4932.114943,0.755507,0.238820,403.509587,0.019409,0.008037
4933.245714,0.755462,0.238812,402.631433,0.019363,0.008015
4930.545455,0.755621,0.238895,403.071923,0.019422,0.008068
4928.587571,0.755709,0.238944,402.770090,0.019402,0.008072
4930.539326,0.755588,0.238906,402.475627,0.019414,0.008065
4927.296089,0.755762,0.238999,403.675594,0.019499,0.008139
4928.311111,0.755737,0.238996,402.781707,0.019447,0.008116
4924.795580,0.755896,0.239064,404.427250,0.019511,0.008145
4919.934066,0.756166,0.239188,408.583557,0.019792,0.008291
4918.316940,0.756260,0.239219,408.049295,0.019778,0.008279
4916.739130,0.756309,0.239250,407.498329,0.019735,0.008267
4914.129730,0.756447,0.239324,407.933996,0.019771,0.008305
4910.397849,0.756610,0.239386,409.990182,0.019842,0.008326
4908.887701,0.756682,0.239429,409.410850,0.019813,0.008325
4908.521277,0.756645,0.239404,408.351284,0.019767,0.008310
4905.629630,0.756767,0.239445,409.194913,0.019785,0.008306
4903.831579,0.756843,0.239488,408.864581,0.019761,0.008305
4903.696335,0.756845,0.239497,407.797111,0.019709,0.008284
4899.364583,0.757034,0.239575,411.115901,0.019831,0.008334
4896.652850,0.757154,0.239630,411.767439,0.019849,0.008347
4894.329897,0.757251,0.239649,411.970741,0.019844,0.008330
4890.892308,0.757402,0.239720,413.693165,0.019905,0.008367
4888.959184,0.757464,0.239766,413.518524,0.019873,0.008370
4886.172589,0.757616,0.239849,414.308488,0.019935,0.008430
4882.727273,0.757781,0.239918,416.080553,0.020020,0.008464
4879.236181,0.757948,0.239970,417.930892,0.020108,0.008474
4559.280000,0.772883,0.245959,275.109218,0.013855,0.006180
4561.782178,0.772627,0.245843,274.885092,0.014021,0.006259
4559.470588,0.772718,0.245834,274.519034,0.013982,0.006229
4561.378641,0.772594,0.245804,273.861992,0.013971,0.006206
4556.250000,0.772864,0.245862,277.467904,0.014170,0.006204
4560.800000,0.772684,0.245817,280.014775,0.014221,0.006191
4554.660377,0.772993,0.245950,285.703596,0.014504,0.006311
4554.429907,0.772966,0.245976,284.375299,0.014439,0.006287
4554.259259,0.773009,0.245981,283.061189,0.014379,0.006258
4549.211009,0.773218,0.246030,286.602371,0.014477,0.006250
4548.054545,0.773244,0.246044,285.552028,0.014413,0.006223
4547.153153,0.773230,0.246010,284.420010,0.014349,0.006206
4545.410714,0.773264,0.246033,283.741915,0.014289,0.006183
4540.389381,0.773492,0.246137,287.438595,0.014429,0.006253
4537.824561,0.773599,0.246192,287.470952,0.014410,0.006253
4534.365217,0.773731,0.246260,288.591733,0.014417,0.006268
4529.879310,0.773885,0.246309,291.344125,0.014449,0.006262
4529.504274,0.773839,0.246324,290.124513,0.014396,0.006238
4523.932203,0.774125,0.246471,295.112726,0.014665,0.006411
4523.848739,0.774091,0.246467,293.871539,0.014608,0.006385
4524.550000,0.774062,0.246463,292.744480,0.014550,0.006358
4523.917355,0.774087,0.246486,291.614644,0.014493,0.006337
4521.491803,0.774142,0.246477,291.640084,0.014446,0.006311
4518.178862,0.774288,0.246504,292.748124,0.014477,0.006292
4517.435484,0.774336,0.246478,291.681837,0.014428,0.006273
4516.912000,0.774247,0.246465,290.571245,0.014405,0.006250
4513.904762,0.774392,0.246512,291.362302,0.014440,0.006247
4512.913386,0.774443,0.246496,290.426215,0.014394,0.006226
4512.500000,0.774396,0.246496,289.327021,0.014347,0.006201
4510.480620,0.774508,0.246550,289.107558,0.014348,0.006207
4508.200000,0.774602,0.246574,289.155997,0.014332,0.006190
4505.969466,0.774686,0.246652,289.170753,0.014310,0.006229
4505.181818,0.774773,0.246703,288.214351,0.014290,0.006233
4506.857143,0.774698,0.246670,287.773228,0.014263,0.006222
4506.223881,0.774772,0.246737,286.790439,0.014235,0.006246
4505.437037,0.774812,0.246751,285.871419,0.014190,0.006225
4506.985294,0.774687,0.246722,285.386013,0.014212,0.006212
4503.153285,0.774826,0.246771,287.832851,0.014252,0.006216
4502.492754,0.774861,0.246796,286.892275,0.014207,0.006200
4503.956835,0.774839,0.246798,286.375360,0.014158,0.006178
4505.957143,0.774747,0.246773,286.323640,0.014148,0.006163
4506.028369,0.774718,0.246756,285.307746,0.014102,0.006144
4503.563380,0.774855,0.246837,285.804140,0.014147,0.006198
4499.762238,0.775047,0.246918,288.382563,0.014281,0.006250
4496.125000,0.775229,0.247012,290.652352,0.014396,0.006329
4494.331034,0.775337,0.247034,290.447266,0.014405,0.006313
4494.616438,0.775349,0.247045,289.471277,0.014357,0.006293
4494.761905,0.775339,0.247045,288.490355,0.014308,0.006271
4494.175676,0.775372,0.247027,287.601914,0.014265,0.006254
4491.181208,0.775477,0.247045,288.940858,0.014275,0.006237
4494.800000,0.775355,0.247003,291.344287,0.014304,0.006238
4494.781457,0.775385,0.247049,290.378057,0.014261,0.006243
4492.013158,0.775558,0.247137,291.413569,0.014373,0.006316
4492.849673,0.775508,0.247189,290.642713,0.014339,0.006328
4493.753247,0.775473,0.247178,289.913048,0.014299,0.006309
4490.283871,0.775673,0.247250,292.165966,0.014468,0.006351
4492.474359,0.775576,0.247193,292.502125,0.014473,0.006370
4492.038217,0.775613,0.247196,291.619984,0.014434,0.006349
4489.012658,0.775713,0.247202,293.157213,0.014443,0.006330
4486.654088,0.775813,0.247228,293.733846,0.014452,0.006318
4487.625000,0.775760,0.247176,293.070315,0.014422,0.006332
4484.385093,0.775938,0.247239,295.019066,0.014552,0.006361
4484.024691,0.776021,0.247277,294.142654,0.014545,0.006360
4480.907975,0.776116,0.247322,295.910051,0.014551,0.006366
4481.365854,0.776083,0.247298,295.064421,0.014513,0.006355
4479.381818,0.776225,0.247364,295.264165,0.014583,0.006393
4480.313253,0.776201,0.247350,294.616513,0.014543,0.006376
4481.233533,0.776174,0.247357,293.972318,0.014503,0.006358
4479.357143,0.776266,0.247387,294.097435,0.014508,0.006351
4478.603550,0.776283,0.247395,293.388674,0.014467,0.006333
4477.211765,0.776322,0.247409,293.083509,0.014433,0.006317
4477.064327,0.776352,0.247447,292.231606,0.014396,0.006318
4475.872093,0.776381,0.247445,291.797648,0.014359,0.006300
4475.098266,0.776437,0.247449,291.130022,0.014337,0.006282
4475.080460,0.776423,0.247478,290.292331,0.014297,0.006275
4474.617143,0.776494,0.247521,289.526247,0.014287,0.006283
4474.488636,0.776494,0.247500,288.707563,0.014246,0.006272
4472.836158,0.776582,0.247543,288.724335,0.014254,0.006280
4470.112360,0.776708,0.247591,290.183725,0.014312,0.006295
4469.653631,0.776764,0.247627,289.436734,0.014292,0.006296
4468.466667,0.776783,0.247606,289.068166,0.014254,0.006285
